Entry	Ensembl_Protein	isomap:M20200405A94466D2655679D1FD8953E075198DA823CF7DE	Entry name	Status	Organism	Length
Q9UMR5	ENSP00000354608	ENSP00000354608 -> Q9UMR5-3	PPT2_HUMAN	reviewed	Homo sapiens (Human)	302
P19961	ENSP00000354610	ENSP00000354610 -> P19961-1	AMY2B_HUMAN	reviewed	Homo sapiens (Human)	511
P23219	ENSP00000354612	ENSP00000354612 -> P23219-1	PGH1_HUMAN	reviewed	Homo sapiens (Human)	599
Q9HCE7	ENSP00000354621	ENSP00000354621 -> Q9HCE7-1	SMUF1_HUMAN	reviewed	Homo sapiens (Human)	757
Q96C34	ENSP00000354622	ENSP00000354622 -> Q96C34-1	RUND1_HUMAN	reviewed	Homo sapiens (Human)	613
Q9P202	ENSP00000354623	ENSP00000354623 -> Q9P202-1	WHRN_HUMAN	reviewed	Homo sapiens (Human)	907
P00846	ENSP00000354632		ATP6_HUMAN	reviewed	Homo sapiens (Human)	226
Q15544	ENSP00000354633	ENSP00000354633 -> Q15544-1	TAF11_HUMAN	reviewed	Homo sapiens (Human)	211
P49895	ENSP00000354643	ENSP00000354643 -> P49895-1	IOD1_HUMAN	reviewed	Homo sapiens (Human)	249
Q96I76	ENSP00000354645		GPTC3_HUMAN	reviewed	Homo sapiens (Human)	525
A0A087WU53	ENSP00000354649		A0A087WU53_HUMAN	unreviewed	Homo sapiens (Human)	367
P25929	ENSP00000354652		NPY1R_HUMAN	reviewed	Homo sapiens (Human)	384
Q9UBF1	ENSP00000354660		MAGC2_HUMAN	reviewed	Homo sapiens (Human)	373
P03923	ENSP00000354665		NU6M_HUMAN	reviewed	Homo sapiens (Human)	174
Q8N5J2	ENSP00000354669	ENSP00000354669 -> Q8N5J2-3	MINY1_HUMAN	reviewed	Homo sapiens (Human)	469
Q6P0Q8	ENSP00000354671	ENSP00000354671 -> Q6P0Q8-1	MAST2_HUMAN	reviewed	Homo sapiens (Human)	1798
Q96SL4	ENSP00000354677		GPX7_HUMAN	reviewed	Homo sapiens (Human)	187
O60313	ENSP00000354681	ENSP00000354681 -> O60313-2	OPA1_HUMAN	reviewed	Homo sapiens (Human)	960
Q9Y2D9	ENSP00000354686		ZN652_HUMAN	reviewed	Homo sapiens (Human)	606
P03886	ENSP00000354687		NU1M_HUMAN	reviewed	Homo sapiens (Human)	318
Q8TCE6	ENSP00000354688	ENSP00000354688 -> Q8TCE6-1	DEN10_HUMAN	reviewed	Homo sapiens (Human)	357
Q96H72	ENSP00000354689	ENSP00000354689 -> Q96H72-1	S39AD_HUMAN	reviewed	Homo sapiens (Human)	371
Q96RD9	ENSP00000354691	ENSP00000354691 -> Q96RD9-1	FCRL5_HUMAN	reviewed	Homo sapiens (Human)	977
Q8NCK3	ENSP00000354694	ENSP00000354694 -> Q8NCK3-1	ZN485_HUMAN	reviewed	Homo sapiens (Human)	441
Q8NGY1	ENSP00000354707		O10Z1_HUMAN	reviewed	Homo sapiens (Human)	313
Q12802	ENSP00000354718	ENSP00000354718 -> Q12802-2	AKP13_HUMAN	reviewed	Homo sapiens (Human)	2813
Q9UQE7	ENSP00000354720		SMC3_HUMAN	reviewed	Homo sapiens (Human)	1217
Q9H2B4	ENSP00000354721	ENSP00000354721 -> Q9H2B4-1	S26A1_HUMAN	reviewed	Homo sapiens (Human)	701
Q7Z2G1	ENSP00000354723		H2BWT_HUMAN	reviewed	Homo sapiens (Human)	175
Q3KNV8	ENSP00000354724	ENSP00000354724 -> Q3KNV8-1	PCGF3_HUMAN	reviewed	Homo sapiens (Human)	242
P03901	ENSP00000354728		NU4LM_HUMAN	reviewed	Homo sapiens (Human)	98
Q96JM3	ENSP00000354730		CHAP1_HUMAN	reviewed	Homo sapiens (Human)	812
Q9Y2G9	ENSP00000354733	ENSP00000354733 -> Q9Y2G9-1	SBNO2_HUMAN	reviewed	Homo sapiens (Human)	1366
P30050	ENSP00000354739	ENSP00000354739 -> P30050-1	RL12_HUMAN	reviewed	Homo sapiens (Human)	165
Q96P70	ENSP00000354742		IPO9_HUMAN	reviewed	Homo sapiens (Human)	1041
Q9Y2R0	ENSP00000354762		COA3_HUMAN	reviewed	Homo sapiens (Human)	106
Q9H7P6	ENSP00000354772	ENSP00000354772 -> Q9H7P6-1	MB12B_HUMAN	reviewed	Homo sapiens (Human)	319
Q5W111	ENSP00000354774	ENSP00000354774 -> Q5W111-1	SPRY7_HUMAN	reviewed	Homo sapiens (Human)	196
O43164	ENSP00000354775	ENSP00000354775 -> O43164-1	PJA2_HUMAN	reviewed	Homo sapiens (Human)	708
A7MCY6	ENSP00000354777	ENSP00000354777 -> A7MCY6-1	TBKB1_HUMAN	reviewed	Homo sapiens (Human)	615
Q9UHC6	ENSP00000354778	ENSP00000354778 -> Q9UHC6-1	CNTP2_HUMAN	reviewed	Homo sapiens (Human)	1331
P20963	ENSP00000354782	ENSP00000354782 -> P20963-1	CD3Z_HUMAN	reviewed	Homo sapiens (Human)	164
Q14203	ENSP00000354791	ENSP00000354791 -> Q14203-1	DCTN1_HUMAN	reviewed	Homo sapiens (Human)	1278
Q96K83	ENSP00000354794		ZN521_HUMAN	reviewed	Homo sapiens (Human)	1311
Q5T280	ENSP00000354812		CI114_HUMAN	reviewed	Homo sapiens (Human)	376
P03915	ENSP00000354813		NU5M_HUMAN	reviewed	Homo sapiens (Human)	603
Q6GPH4	ENSP00000354822	ENSP00000354822 -> Q6GPH4-1	XAF1_HUMAN	reviewed	Homo sapiens (Human)	301
Q05682	ENSP00000354826	ENSP00000354826 -> Q05682-1	CALD1_HUMAN	reviewed	Homo sapiens (Human)	793
Q96D03	ENSP00000354830		DDT4L_HUMAN	reviewed	Homo sapiens (Human)	193
Q92974	ENSP00000354837	ENSP00000354837 -> Q92974-1	ARHG2_HUMAN	reviewed	Homo sapiens (Human)	986
O94900	ENSP00000354842		TOX_HUMAN	reviewed	Homo sapiens (Human)	526
Q96EK5	ENSP00000354848		KBP_HUMAN	reviewed	Homo sapiens (Human)	621
O60502	ENSP00000354850	ENSP00000354850 -> O60502-1	OGA_HUMAN	reviewed	Homo sapiens (Human)	916
Q14494	ENSP00000354855	ENSP00000354855 -> Q14494-1	NF2L1_HUMAN	reviewed	Homo sapiens (Human)	772
P14416	ENSP00000354859	ENSP00000354859 -> P14416-1	DRD2_HUMAN	reviewed	Homo sapiens (Human)	443
O14829	ENSP00000354871	ENSP00000354871 -> O14829-1	PPE1_HUMAN	reviewed	Homo sapiens (Human)	653
P00403	ENSP00000354876		COX2_HUMAN	reviewed	Homo sapiens (Human)	227
Q7Z4S6	ENSP00000354878	ENSP00000354878 -> Q7Z4S6-1	KI21A_HUMAN	reviewed	Homo sapiens (Human)	1674
O75901	ENSP00000354884		RASF9_HUMAN	reviewed	Homo sapiens (Human)	435
Q6Q0C1	ENSP00000354886	ENSP00000354886 -> Q6Q0C1-1	S2547_HUMAN	reviewed	Homo sapiens (Human)	308
Q4G0S7	ENSP00000354888	ENSP00000354888 -> Q4G0S7-1	CC152_HUMAN	reviewed	Homo sapiens (Human)	254
Q96GL9	ENSP00000354891		F163A_HUMAN	reviewed	Homo sapiens (Human)	167
Q13255	ENSP00000354896	ENSP00000354896 -> Q13255-1	GRM1_HUMAN	reviewed	Homo sapiens (Human)	1194
Q07325	ENSP00000354901		CXCL9_HUMAN	reviewed	Homo sapiens (Human)	125
O14511	ENSP00000354910	ENSP00000354910 -> O14511-1	NRG2_HUMAN	reviewed	Homo sapiens (Human)	850
Q96CG3	ENSP00000354911		TIFA_HUMAN	reviewed	Homo sapiens (Human)	184
Q9HCI5	ENSP00000354912		MAGE1_HUMAN	reviewed	Homo sapiens (Human)	957
Q9UNH5	ENSP00000354916	ENSP00000354916 -> Q9UNH5-2	CC14A_HUMAN	reviewed	Homo sapiens (Human)	594
Q14D04	ENSP00000354919	ENSP00000354919 -> Q14D04-1	MELT_HUMAN	reviewed	Homo sapiens (Human)	833
Q8N6R0	ENSP00000354920	ENSP00000354920 -> Q8N6R0-5	EFNMT_HUMAN	reviewed	Homo sapiens (Human)	699
A0A075B6G3	ENSP00000354923		A0A075B6G3_HUMAN	unreviewed	Homo sapiens (Human)	3685
Q99759	ENSP00000354927	ENSP00000354927 -> Q99759-2	M3K3_HUMAN	reviewed	Homo sapiens (Human)	626
Q15399	ENSP00000354932		TLR1_HUMAN	reviewed	Homo sapiens (Human)	786
P47755	ENSP00000354947	ENSP00000354947 -> P47755-1	CAZA2_HUMAN	reviewed	Homo sapiens (Human)	286
Q9UQC2	ENSP00000354952	ENSP00000354952 -> Q9UQC2-1	GAB2_HUMAN	reviewed	Homo sapiens (Human)	676
Q8IY18	ENSP00000354957		SMC5_HUMAN	reviewed	Homo sapiens (Human)	1101
P81408	ENSP00000354958	ENSP00000354958 -> P81408-1	F189B_HUMAN	reviewed	Homo sapiens (Human)	668
Q8IYK4	ENSP00000354960		GT252_HUMAN	reviewed	Homo sapiens (Human)	626
P03905	ENSP00000354961		NU4M_HUMAN	reviewed	Homo sapiens (Human)	459
Q5VUA4	ENSP00000354964	ENSP00000354964 -> Q5VUA4-1	ZN318_HUMAN	reviewed	Homo sapiens (Human)	2279
Q5VZE5	ENSP00000354972	ENSP00000354972 -> Q5VZE5-1	NAA35_HUMAN	reviewed	Homo sapiens (Human)	725
P00414	ENSP00000354982		COX3_HUMAN	reviewed	Homo sapiens (Human)	261
Q86TB3	ENSP00000354991		ALPK2_HUMAN	reviewed	Homo sapiens (Human)	2170
P45844	ENSP00000354995	ENSP00000354995 -> P45844-1	ABCG1_HUMAN	reviewed	Homo sapiens (Human)	678
P20264	ENSP00000355001		PO3F3_HUMAN	reviewed	Homo sapiens (Human)	500
Q12905	ENSP00000355011		ILF2_HUMAN	reviewed	Homo sapiens (Human)	390
Q6PD62	ENSP00000355013		CTR9_HUMAN	reviewed	Homo sapiens (Human)	1173
Q8NG27	ENSP00000355014	ENSP00000355014 -> Q8NG27-1	PJA1_HUMAN	reviewed	Homo sapiens (Human)	643
Q7L2K0	ENSP00000355022	ENSP00000355022 -> Q7L2K0-1	TEDC2_HUMAN	reviewed	Homo sapiens (Human)	433
O94989	ENSP00000355026		ARHGF_HUMAN	reviewed	Homo sapiens (Human)	841
Q86Y13	ENSP00000355028	ENSP00000355028 -> Q86Y13-1	DZIP3_HUMAN	reviewed	Homo sapiens (Human)	1208
Q9Y4F4	ENSP00000355045	ENSP00000355045 -> Q9Y4F4-1	TGRM1_HUMAN	reviewed	Homo sapiens (Human)	1720
P03891	ENSP00000355046		NU2M_HUMAN	reviewed	Homo sapiens (Human)	347
Q8WYA6	ENSP00000355050	ENSP00000355050 -> Q8WYA6-1	CTBL1_HUMAN	reviewed	Homo sapiens (Human)	563
Q15543	ENSP00000355051		TAF13_HUMAN	reviewed	Homo sapiens (Human)	124
P17040	ENSP00000355053	ENSP00000355053 -> P17040-1	ZSC20_HUMAN	reviewed	Homo sapiens (Human)	1043
Q9HCE6	ENSP00000355060	ENSP00000355060 -> Q9HCE6-1	ARGAL_HUMAN	reviewed	Homo sapiens (Human)	1279
Q96DD7	ENSP00000355064		SHSA4_HUMAN	reviewed	Homo sapiens (Human)	197
Q8WV22	ENSP00000355077		NSE1_HUMAN	reviewed	Homo sapiens (Human)	266
Q96M83	ENSP00000355078	ENSP00000355078 -> Q96M83-3	CCDC7_HUMAN	reviewed	Homo sapiens (Human)	1385
Q9HCL0	ENSP00000355082	ENSP00000355082 -> Q9HCL0-1	PCD18_HUMAN	reviewed	Homo sapiens (Human)	1135
Q9NZV6	ENSP00000355084		MSRB1_HUMAN	reviewed	Homo sapiens (Human)	116
Q6P4F7	ENSP00000355090	ENSP00000355090 -> Q6P4F7-1	RHGBA_HUMAN	reviewed	Homo sapiens (Human)	1023
Q96PU8	ENSP00000355094	ENSP00000355094 -> Q96PU8-1	QKI_HUMAN	reviewed	Homo sapiens (Human)	341
Q9H4F8	ENSP00000355110	ENSP00000355110 -> Q9H4F8-2	SMOC1_HUMAN	reviewed	Homo sapiens (Human)	434
Q5T6F0	ENSP00000355114		DCA12_HUMAN	reviewed	Homo sapiens (Human)	453
Q6GPH6	ENSP00000355121	ENSP00000355121 -> Q6GPH6-2	IPIL1_HUMAN	reviewed	Homo sapiens (Human)	555
P08727	ENSP00000355124		K1C19_HUMAN	reviewed	Homo sapiens (Human)	400
O75052	ENSP00000355133	ENSP00000355133 -> O75052-1	CAPON_HUMAN	reviewed	Homo sapiens (Human)	506
P14653	ENSP00000355140	ENSP00000355140 -> P14653-1	HXB1_HUMAN	reviewed	Homo sapiens (Human)	301
Q9NZV5	ENSP00000355141	ENSP00000355141 -> Q9NZV5-1	SELN_HUMAN	reviewed	Homo sapiens (Human)	590
Q8TCU5	ENSP00000355155		NMD3A_HUMAN	reviewed	Homo sapiens (Human)	1115
Q9BXA5	ENSP00000355156		SUCR1_HUMAN	reviewed	Homo sapiens (Human)	334
Q96LA5	ENSP00000355157	ENSP00000355157 -> Q96LA5-1	FCRL2_HUMAN	reviewed	Homo sapiens (Human)	508
Q8IY51	ENSP00000355162		TIGD4_HUMAN	reviewed	Homo sapiens (Human)	512
Q5BKY1	ENSP00000355166		LRC10_HUMAN	reviewed	Homo sapiens (Human)	277
Q86X24	ENSP00000355167	ENSP00000355167 -> Q86X24-1	HORM1_HUMAN	reviewed	Homo sapiens (Human)	394
P12109	ENSP00000355180		CO6A1_HUMAN	reviewed	Homo sapiens (Human)	1028
Q6PJP8	ENSP00000355185		DCR1A_HUMAN	reviewed	Homo sapiens (Human)	1040
Q86VH5	ENSP00000355187	ENSP00000355187 -> Q86VH5-1	LRRT3_HUMAN	reviewed	Homo sapiens (Human)	581
Q13698	ENSP00000355192		CAC1S_HUMAN	reviewed	Homo sapiens (Human)	1873
Q8WXK4	ENSP00000355195	ENSP00000355195 -> Q8WXK4-2	ASB12_HUMAN	reviewed	Homo sapiens (Human)	309
O15480	ENSP00000355198		MAGB3_HUMAN	reviewed	Homo sapiens (Human)	346
Q8TC76	ENSP00000355204		F110B_HUMAN	reviewed	Homo sapiens (Human)	370
P03897	ENSP00000355206		NU3M_HUMAN	reviewed	Homo sapiens (Human)	115
Q9Y519	ENSP00000355210		T184B_HUMAN	reviewed	Homo sapiens (Human)	407
Q9UNH7	ENSP00000355217	ENSP00000355217 -> Q9UNH7-1	SNX6_HUMAN	reviewed	Homo sapiens (Human)	406
P05204	ENSP00000355228		HMGN2_HUMAN	reviewed	Homo sapiens (Human)	90
Q14457	ENSP00000355231		BECN1_HUMAN	reviewed	Homo sapiens (Human)	450
Q9Y5S2	ENSP00000355237		MRCKB_HUMAN	reviewed	Homo sapiens (Human)	1711
Q8NA69	ENSP00000355241		TEX45_HUMAN	reviewed	Homo sapiens (Human)	505
P55771	ENSP00000355245		PAX9_HUMAN	reviewed	Homo sapiens (Human)	341
Q14209	ENSP00000355249		E2F2_HUMAN	reviewed	Homo sapiens (Human)	437
Q2KHM9	ENSP00000355250	ENSP00000355250 -> Q2KHM9-1	MOONR_HUMAN	reviewed	Homo sapiens (Human)	967
Q8NB15	ENSP00000355251	ENSP00000355251 -> Q8NB15-2	ZN511_HUMAN	reviewed	Homo sapiens (Human)	252
Q8TAE6	ENSP00000355260		PP14C_HUMAN	reviewed	Homo sapiens (Human)	165
Q9UPR3	ENSP00000355261		SMG5_HUMAN	reviewed	Homo sapiens (Human)	1016
P03928	ENSP00000355265		ATP8_HUMAN	reviewed	Homo sapiens (Human)	68
Q9UIV1	ENSP00000355279	ENSP00000355279 -> Q9UIV1-1	CNOT7_HUMAN	reviewed	Homo sapiens (Human)	285
A0A2U3TZM3	ENSP00000355299		A0A2U3TZM3_HUMAN	unreviewed	Homo sapiens (Human)	175
Q9BYS1	ENSP00000355302		KRA15_HUMAN	reviewed	Homo sapiens (Human)	174
Q9UQ07	ENSP00000355304	ENSP00000355304 -> Q9UQ07-1	MOK_HUMAN	reviewed	Homo sapiens (Human)	419
Q8IYL3	ENSP00000355306		CA174_HUMAN	reviewed	Homo sapiens (Human)	243
B0YJ81	ENSP00000355308	ENSP00000355308 -> B0YJ81-1	HACD1_HUMAN	reviewed	Homo sapiens (Human)	288
P62891	ENSP00000355315		RL39_HUMAN	reviewed	Homo sapiens (Human)	51
Q14832	ENSP00000355316	ENSP00000355316 -> Q14832-1	GRM3_HUMAN	reviewed	Homo sapiens (Human)	879
Q9C0C6	ENSP00000355319		CIPC_HUMAN	reviewed	Homo sapiens (Human)	399
P28074	ENSP00000355325	ENSP00000355325 -> P28074-1	PSB5_HUMAN	reviewed	Homo sapiens (Human)	263
P21980	ENSP00000355330	ENSP00000355330 -> P21980-1	TGM2_HUMAN	reviewed	Homo sapiens (Human)	687
Q9NRW3	ENSP00000355340		ABC3C_HUMAN	reviewed	Homo sapiens (Human)	190
O60248	ENSP00000355354	ENSP00000355354 -> O60248-1	SOX15_HUMAN	reviewed	Homo sapiens (Human)	233
Q08722	ENSP00000355361	ENSP00000355361 -> Q08722-1	CD47_HUMAN	reviewed	Homo sapiens (Human)	323
P26441	ENSP00000355370		CNTF_HUMAN	reviewed	Homo sapiens (Human)	200
Q9UJX0	ENSP00000355374		OSGI1_HUMAN	reviewed	Homo sapiens (Human)	477
O95154	ENSP00000355377		ARK73_HUMAN	reviewed	Homo sapiens (Human)	331
Q86WA9	ENSP00000355384		S2611_HUMAN	reviewed	Homo sapiens (Human)	606
Q96D70	ENSP00000355385		R3HD4_HUMAN	reviewed	Homo sapiens (Human)	268
Q8TAC9	ENSP00000355387	ENSP00000355387 -> Q8TAC9-1	SCAM5_HUMAN	reviewed	Homo sapiens (Human)	235
Q99549	ENSP00000355388	ENSP00000355388 -> Q99549-1	MPP8_HUMAN	reviewed	Homo sapiens (Human)	860
O94898	ENSP00000355396		LRIG2_HUMAN	reviewed	Homo sapiens (Human)	1065
Q6UXK2	ENSP00000355402		ISLR2_HUMAN	reviewed	Homo sapiens (Human)	745
Q6NT46	ENSP00000355421		GAG2A_HUMAN	reviewed	Homo sapiens (Human)	116
Q7L8J4	ENSP00000355428	ENSP00000355428 -> Q7L8J4-1	3BP5L_HUMAN	reviewed	Homo sapiens (Human)	393
A0A2C9F2M9	ENSP00000355429		A0A2C9F2M9_HUMAN	unreviewed	Homo sapiens (Human)	320
O43869	ENSP00000355430		OR2T1_HUMAN	reviewed	Homo sapiens (Human)	369
Q8NH00	ENSP00000355431		OR2T4_HUMAN	reviewed	Homo sapiens (Human)	348
A3KFT3	ENSP00000355432		OR2M5_HUMAN	reviewed	Homo sapiens (Human)	312
Q8NH16	ENSP00000355435		OR2L2_HUMAN	reviewed	Homo sapiens (Human)	312
A0A2C9F2M8	ENSP00000355436		A0A2C9F2M8_HUMAN	unreviewed	Homo sapiens (Human)	320
Q8NG06	ENSP00000355437		TRI58_HUMAN	reviewed	Homo sapiens (Human)	486
Q96R54	ENSP00000355441		O14A2_HUMAN	reviewed	Homo sapiens (Human)	314
Q8N628	ENSP00000355443		OR2C3_HUMAN	reviewed	Homo sapiens (Human)	320
Q9BS34	ENSP00000355459		ZN670_HUMAN	reviewed	Homo sapiens (Human)	389
Q8WYP5	ENSP00000355465	ENSP00000355465 -> Q8WYP5-3	ELYS_HUMAN	reviewed	Homo sapiens (Human)	2266
Q8NBX0	ENSP00000355467		SCPDL_HUMAN	reviewed	Homo sapiens (Human)	429
Q6PJW8	ENSP00000355470	ENSP00000355470 -> Q6PJW8-1	CNST_HUMAN	reviewed	Homo sapiens (Human)	725
Q9H5Q4	ENSP00000355471		TFB2M_HUMAN	reviewed	Homo sapiens (Human)	396
Q5VUJ9	ENSP00000355480	ENSP00000355480 -> Q5VUJ9-2	DRC8_HUMAN	reviewed	Homo sapiens (Human)	269
Q5SY80	ENSP00000355492	ENSP00000355492 -> Q5SY80-1	CTSRE_HUMAN	reviewed	Homo sapiens (Human)	951
P30520	ENSP00000355493		PURA2_HUMAN	reviewed	Homo sapiens (Human)	456
Q86SQ7	ENSP00000355499	ENSP00000355499 -> Q86SQ7-1	SDCG8_HUMAN	reviewed	Homo sapiens (Human)	713
Q5SW79	ENSP00000355500	ENSP00000355500 -> Q5SW79-1	CE170_HUMAN	reviewed	Homo sapiens (Human)	1584
Q9UQ84	ENSP00000355506	ENSP00000355506 -> Q9UQ84-1	EXO1_HUMAN	reviewed	Homo sapiens (Human)	846
B1ANS9	ENSP00000355510	ENSP00000355510 -> B1ANS9-1	WDR64_HUMAN	reviewed	Homo sapiens (Human)	1081
P26374	ENSP00000355511		RAE2_HUMAN	reviewed	Homo sapiens (Human)	656
Q9H1Y3	ENSP00000355512	ENSP00000355512 -> Q9H1Y3-1	OPN3_HUMAN	reviewed	Homo sapiens (Human)	402
O15229	ENSP00000355517	ENSP00000355517 -> O15229-1	KMO_HUMAN	reviewed	Homo sapiens (Human)	486
P07954	ENSP00000355518	ENSP00000355518 -> P07954-1	FUMH_HUMAN	reviewed	Homo sapiens (Human)	510
P49802	ENSP00000355523	ENSP00000355523 -> P49802-5	RGS7_HUMAN	reviewed	Homo sapiens (Human)	495
Q92736	ENSP00000355533	ENSP00000355533 -> Q92736-1	RYR2_HUMAN	reviewed	Homo sapiens (Human)	4967
Q99707	ENSP00000355536	ENSP00000355536 -> Q99707-1	METH_HUMAN	reviewed	Homo sapiens (Human)	1265
Q9H583	ENSP00000355541		HEAT1_HUMAN	reviewed	Homo sapiens (Human)	2144
O60478	ENSP00000355551		G137B_HUMAN	reviewed	Homo sapiens (Human)	399
Q8NCR0	ENSP00000355559	ENSP00000355559 -> Q8NCR0-1	B3GL2_HUMAN	reviewed	Homo sapiens (Human)	500
Q15388	ENSP00000355566		TOM20_HUMAN	reviewed	Homo sapiens (Human)	145
Q7Z5L9	ENSP00000355568	ENSP00000355568 -> Q7Z5L9-1	I2BP2_HUMAN	reviewed	Homo sapiens (Human)	587
Q5JTJ3	ENSP00000355572	ENSP00000355572 -> Q5JTJ3-1	COA6_HUMAN	reviewed	Homo sapiens (Human)	125
Q8IY50	ENSP00000355577	ENSP00000355577 -> Q8IY50-2	S35F3_HUMAN	reviewed	Homo sapiens (Human)	421
O00180	ENSP00000355580		KCNK1_HUMAN	reviewed	Homo sapiens (Human)	336
Q5TCX8	ENSP00000355583	ENSP00000355583 -> Q5TCX8-1	M3K21_HUMAN	reviewed	Homo sapiens (Human)	1036
Q9BSD7	ENSP00000355587		NTPCR_HUMAN	reviewed	Homo sapiens (Human)	190
Q9P2F8	ENSP00000355589	ENSP00000355589 -> Q9P2F8-1	SI1L2_HUMAN	reviewed	Homo sapiens (Human)	1722
Q9NRI5	ENSP00000355593	ENSP00000355593 -> Q9NRI5-5	DISC1_HUMAN	reviewed	Homo sapiens (Human)	854
Q99598	ENSP00000355599		TSNAX_HUMAN	reviewed	Homo sapiens (Human)	290
Q9GZT9	ENSP00000355601	ENSP00000355601 -> Q9GZT9-1	EGLN1_HUMAN	reviewed	Homo sapiens (Human)	426
Q8IYI6	ENSP00000355605		EXOC8_HUMAN	reviewed	Homo sapiens (Human)	725
O15228	ENSP00000355607	ENSP00000355607 -> O15228-1	GNPAT_HUMAN	reviewed	Homo sapiens (Human)	680
Q8NDD1	ENSP00000355609	ENSP00000355609 -> Q8NDD1-1	CA131_HUMAN	reviewed	Homo sapiens (Human)	293
Q6ZTA4	ENSP00000355613	ENSP00000355613 -> Q6ZTA4-3	TRI67_HUMAN	reviewed	Homo sapiens (Human)	783
Q96GI7	ENSP00000355614		FA89A_HUMAN	reviewed	Homo sapiens (Human)	184
Q8NBP0	ENSP00000355621	ENSP00000355621 -> Q8NBP0-1	TTC13_HUMAN	reviewed	Homo sapiens (Human)	860
Q9H425	ENSP00000355623	ENSP00000355623 -> Q9H425-1	CA198_HUMAN	reviewed	Homo sapiens (Human)	327
P01019	ENSP00000355627		ANGT_HUMAN	reviewed	Homo sapiens (Human)	485
Q14746	ENSP00000355629	ENSP00000355629 -> Q14746-1	COG2_HUMAN	reviewed	Homo sapiens (Human)	738
Q10471	ENSP00000355632	ENSP00000355632 -> Q10471-1	GALT2_HUMAN	reviewed	Homo sapiens (Human)	571
Q9NRK6	ENSP00000355637		ABCBA_HUMAN	reviewed	Homo sapiens (Human)	738
P68133	ENSP00000355645		ACTS_HUMAN	reviewed	Homo sapiens (Human)	377
Q15513	ENSP00000355649		SPHAR_HUMAN	reviewed	Homo sapiens (Human)	63
P20338	ENSP00000355651		RAB4A_HUMAN	reviewed	Homo sapiens (Human)	218
Q7L0Q8	ENSP00000355652	ENSP00000355652 -> Q7L0Q8-1	RHOU_HUMAN	reviewed	Homo sapiens (Human)	258
Q7L7L0	ENSP00000355656		H2A3_HUMAN	reviewed	Homo sapiens (Human)	130
Q16695	ENSP00000355657		H31T_HUMAN	reviewed	Homo sapiens (Human)	136
Q9Y577	ENSP00000355658	ENSP00000355658 -> Q9Y577-1	TRI17_HUMAN	reviewed	Homo sapiens (Human)	477
Q5T440	ENSP00000355672		CAF17_HUMAN	reviewed	Homo sapiens (Human)	356
Q5T442	ENSP00000355675		CXG2_HUMAN	reviewed	Homo sapiens (Human)	439
Q16774	ENSP00000355689	ENSP00000355689 -> Q16774-3	KGUA_HUMAN	reviewed	Homo sapiens (Human)	197
O00548	ENSP00000355718	ENSP00000355718 -> O00548-1	DLL1_HUMAN	reviewed	Homo sapiens (Human)	723
A1L453	ENSP00000355719		PRS38_HUMAN	reviewed	Homo sapiens (Human)	326
Q9H9V9	ENSP00000355720	ENSP00000355720 -> Q9H9V9-1	JMJD4_HUMAN	reviewed	Homo sapiens (Human)	463
Q5VT25	ENSP00000355731	ENSP00000355731 -> Q5VT25-5	MRCKA_HUMAN	reviewed	Homo sapiens (Human)	1732
Q5T6L9	ENSP00000355735	ENSP00000355735 -> Q5T6L9-1	EMARD_HUMAN	reviewed	Homo sapiens (Human)	678
Q8IZS6	ENSP00000355736		TC1D3_HUMAN	reviewed	Homo sapiens (Human)	198
Q8NI60	ENSP00000355741	ENSP00000355741 -> Q8NI60-1	COQ8A_HUMAN	reviewed	Homo sapiens (Human)	647
P49810	ENSP00000355747	ENSP00000355747 -> P49810-1	PSN2_HUMAN	reviewed	Homo sapiens (Human)	448
P35442	ENSP00000355751		TSP2_HUMAN	reviewed	Homo sapiens (Human)	1172
Q69YW2	ENSP00000355752		STUM_HUMAN	reviewed	Homo sapiens (Human)	141
P09874	ENSP00000355759		PARP1_HUMAN	reviewed	Homo sapiens (Human)	1014
Q5SW24	ENSP00000355760	ENSP00000355760 -> Q5SW24-1	DACT2_HUMAN	reviewed	Homo sapiens (Human)	774
Q9H3P7	ENSP00000355777		GCP60_HUMAN	reviewed	Homo sapiens (Human)	528
P84243	ENSP00000254810,ENSP00000355778		H33_HUMAN	reviewed	Homo sapiens (Human)	136
O00292	ENSP00000355785	ENSP00000355785 -> O00292-1	LFTY2_HUMAN	reviewed	Homo sapiens (Human)	366
B9ZVM9	ENSP00000355797		TCP2L_HUMAN	reviewed	Homo sapiens (Human)	353
O00270	ENSP00000355799		GPR31_HUMAN	reviewed	Homo sapiens (Human)	319
O94886	ENSP00000355800		CSCL1_HUMAN	reviewed	Homo sapiens (Human)	807
Q8N8S7	ENSP00000355809	ENSP00000355809 -> Q8N8S7-1	ENAH_HUMAN	reviewed	Homo sapiens (Human)	591
O95684	ENSP00000355812	ENSP00000355812 -> O95684-1	FR1OP_HUMAN	reviewed	Homo sapiens (Human)	399
Q9NVF7	ENSP00000355827	ENSP00000355827 -> Q9NVF7-1	FBX28_HUMAN	reviewed	Homo sapiens (Human)	368
A6NHC0	ENSP00000355837		CAN8_HUMAN	reviewed	Homo sapiens (Human)	703
Q8N715	ENSP00000355840		CC185_HUMAN	reviewed	Homo sapiens (Human)	623
